username,komentar
@Mk74surabaya,Saya sebagai penyewa sebenarnya karnafal dimalang itu bentuk adu gengsi.saling menunjukan kekuatan ekonomi antar rt. Percayalah persaingan antar rt di malang selatan itu mengerikan. Mereka berlomba lomba bekerja keras untuk menunjujan dominasi ekonomi sosial sebuah RT. Meskipun kebanyakan dari petani tapi mereka saling menunjukan ekonomi super mereka.  Apalagi saat ini musim cengkeh dan kopi pada saat bulan 8 maka itu akan sangat pesta pora. Ingat kopi dampit terkenal seluru dunia mengakui. Gondang legi dengan kekuatan tebu nya. Tirtoyudo dengan pisang emas dan salak. Sumber manjing dengan kekuatan lautnya yang di expor keluar negri. Ampel gading dengan kekuatan peternakan kambing etawanya. Turen dengan sektor swasta. Dan lain lain. Jika kakian datang ke malang pasti disana akan sangat terlihat persaingan ekonomi. Sesama rt mereka sangat erat. Tapi antar rt mereka akan sangat saling menyindir. Jadi inilah penyebab kenpa sound dimalang sangat populer ya karna masarakatnya adu gengsi antar rt. Dan sampai saat ini untuk mencari rt yg di isi orang orang kaya pasti mudah di cari dengan cara mendatangkan sound saja tau. Dan untuk mencari tau rt yg di isi penggangguran dan pemalas pasti tau dengan bagaimana cara rt itu bisa mendatangkan sound apa tidak. Kalau tidak bisa mendatangkan maka fix rt tersebut di isi penggangguran. Orang orang pelit. Orang orang ruwet. Fix itu kenyataan di kota kami
@azzathukangpotensio6596,terima kasih telah meliput dunia sound horeg & membuat berita yang sangat manfaat agar semua bisa mengerti penjelasan
@setelanchannel,"Nah, berarti warga pengen rumah nya hancur. Jadi sebaiknya ditutup aja aliran bansos ke Jawa Timur (Provinsi salah satu terbesar realisasi dan penerima bansos). Toh, mereka gak niat bangun kan?"
@kazutozoro9245,Ayo di liput ada Pesona Gondanglegi. Acara karnaval top
@AcazAiden,"Semua ada komunitasnya mau sound horeg, dangdut, dj, pemabuk, LGBT, geng motor, jambret, copet, pasti ada aja perkumpulannya dan menyukainya

Intinya gimana cara kita memilah mana yg baik & benar "
@hcfindependent268,Yang punya Bp audio ini juga orangnya dermawan....setiap tahun bagi2 thr untuk ribuan masyarakat malang
@ToraOni-m9t,"Alhamdulillah untungnya sound horeg ini tidak ada di daerah saya, jg disini dilarang keras mengadakan acara tsb"
@timurwahyuwidianto2422,"POV sebagai salah satu warga kabupaten Malang yg sudah terbiasa hidup berdampingan dg sound horeg.

Sound horeg sendiri sbenarnya sudah lama ada di Malang mulai tahun 2000 an, dulu menyebutnya sound system saja (spiker ombro) dg tatanan rapi dblakang truk dan dilapisi kain hitam tanpa lighting sperti skrg 

- Sound horeg biasannya ada diacara-acara tertentu semisal hajatan, acara hiburan masyarakat (kuda lumping, bantengan dll) & acara karnaval.
- Sound horeg tidak akan tiba-tiba datang & membunyikan sound mereka tanpa ada pihak yang mendatangkan/menyewa sound tsb.
- Dalam acara karnaval, H-3 Bulan biasanya akan dilakukan sosialisasi/technical meeting mengenai bbrapa hal terkait rute karnaval, kebutuhan dana & pembentukan panitia acara.
- Melakukan identifikasi masalah / dampak dari acara karnaval meliputi jalan yg akan dilewati, warga yg terdampak (balita & org sakit) serta melakukan penyelesaian untuk mencapai solusi yg terbaik dari case yg ditemukan. (jika dirute yg dilewati banyak balita & org sakit maka rute akan digantu atau pihak keluarga tsb yg mengungsi ke kerabat terdekat ketika acara brglangsung)
- Jika diakhir acara terdapat dampak serta kerugian bagi warga sekitar atas acara tsb, panitia & perangkat desa selalu bertanggung jawab penuh terhadap kerugian tsb (contoh : genteng ambrol, dinding retak, kaca pecah, perusakan fasilitas umum serta sampah yg menumpuk di akhir acara) note : jika harus merusak fasilitas umum maka perlu dibicarakan dg pihak terkait terlebih dahulu & mencari solusi yg disepakati.

Beberapa sisi positif atas berlangsungnya acara sound horeg diantaranya :
1. Keuntungan bagi pedagang umkm sekitar karena penonton dalam tiap acara karnaval sgt banyak
2. Keuntungan bagi pengusaha sound sistem
3. Keuntungan bagi pengusaha sewa kostum
4. Keuntungan bagi pengusaha MUA
5. Keuntungan Lahan parkir bagi karang taruna / kelompok RT
6. Keuntungan bagi usaha toilet umum dadakan
7. Keuntungan bagi konten kreator (baik yg akan post dr sisi positif/negativ, krn potensi menarik viewers sgt tinggi)
8. Menumbuhkan kekompakan & guyub rukun bagi peserta karnaval itu sendiri.


Kemudian untuk sisi negativ atas berlangsungnya acara tsb diantaranya :
1. Iuran tinggi (namun biasanya bisa dicicil pertahun)
2. Potensi kerusuhan & tindakan kriminal tinggi
3. Melupakan waktu sholat

Ya, itu beberapa poin yang bisa sy ketikan disini mengenai pengalaman / sudut pandang saya sebagai warga kabupaten malang yg sudah terbiasa berdampingan dg sound horeg. Untuk penilian kalian org luar Malang mengenai kami, ya itu hak kalian, Silahkan. Tp buat sy pribadi ini bukan masalah besar yg perlu diperdebatkan, krn pada intinya semua dampak yg ditimbulkan juga ada yg bertanggung jawab & bisa diselesaikan dg baik selama ini."
@IndiPuspita-k4m,"Pemerintah harusnya melarang sound horeg, karena banyak sekali merugikan"
@pakdesoer8255,LUCU PENJELASANMU MAS MAS WKWK...GAK SEMUA ORANG SENENG DAN SETUJU. BODOHNYA MENORMALISASI HAL YANG MENYIMPANG.
@maniacjoe3088,"Kalo terbukti banyak hal positif nya, kenapa masih haus pengakuan?"
@hidayaturrahmat3973,Inilah pekerjaan menyenangkan diatas penderitaan orang sekitarnya  SDM kebalik
@Sukasukanih88,Bawa di daerah primitifmu saja. Jangan bawa ke kota.. Indonesia mau maju. Jangan dibuat mundur.
@imamshaka4507,"Alhamdulilah....Sound Horeg cuma Undangan Sebentar Doang,setelah itu Pulang
Bukan Jadi Hiburan Tetap Warga Jakarta
Dan Semoga Warga Jakarta Tidak Memilik Sound seperti itu dan Agar Bisa Nikmati Istirahatnya Dengan Tenang dengan Suasana Sunyi Senyap saat Siang atau Pun Malam
Karna JAKARTA KOTA TAK PERNAH TIDUR (Ada yg Kerja Pagi dan ada Pun Kerja Malam malam)"
@rousyanfikri8761,Tgl 26 Oktober besok sebagai warga Kab.Malang mengundang Volix media untuk ikut meliput salah satu karnaval akbar yang saat ini sudah menjadi event tahunan nasional kemenparekraf di Malang #full horeg #full Costum karakter
@obethboku681,"Sebenarnya masyarakat menilai ini dari sisi mana. 

Bagi yg menganggap ini positif ya terima konsekuensinya akulturasi budaya over kebisingan, joget²an DJ²an keterbukaan pakaian menjadi normal di masyarakat. Bagi yg menganggap ini negatif juga terima konsekuensinya tidak ada joget²an DJ²an dan meminimalisir normalisasi ketebukaan pakaian.

Setiap orang punya kepentingan masing², seperti konsumen rokok, konsumen sayur mayur, konsumen alkohol, konsumen teh solo, konsumen jus, konsumen sabu², konsumen jamu, kita tau pilih mana yg buruk dan yg baik buat kita maupun sekitar.

dan saya memilih untuk tidak setuju melestarikan sound horeg ini, tidak memaksa kalian buat tidak setuju juga hanya menyarakan untuk berfikir."
@munarmunir661,"Pantes Indonesia belum maju dari awal merdeka, padahal pola pikir adalah hal dasar, tapi nyatanya dari pola pikir saja sudah nyampah, bangga lagi ! Salam sehat bersih bersih sampah untuk kemajuan bangsa !"
@sabilalrasyad6691,"إذا لم تستحي ، فاصنع ما شئت

Jika engkau tidak tau malu, maka berbuatlah sesukamu"
@rikunatsu72,"Gini loh negara negara sekelas swiss,jepang dll kebijakan tentang polusi suara aja dipikirin loh,ya karna dinegara kita kagak ada gituan jadi ya minimal hal layak gini jangan di normalisasikan loh,emang mungkin di jatim sana banyak yang suka ginian tapi ya gak semua juga,dan jangan bawa bawa kita ni orang desa,kabupaten,kampung apalah kagak semua orang desa nerima suara kayak gituan,untung banget budaya horeg ini gak nyebar ke provinsi selain jatim"
@rozakfassah7730,"Sementara kita coret Jatim dari list travel sampai horeg hilang, IQ EQ nya naik dikit aja. IQ 78 juga masih ketinggian buat Jawir"
@internisti007,Hanya dengan mengingat Allah hati akan tenang
@bryana9129,"G semua orang suka sound horeq mas,, tolong dong bikin undang-undang yg buat aturan masalah ini"
@BintangAdiPradana,Mantapp MAS KHOLID....Yang menilai sound horeg itu burukk....rungokno kupingmuu bolo seng senengane menilai buruk.
@iwnvideo4074,"yang komen rata rata penikmat sound brisik gini, tinggal tunggu aja pas lagi sakit terus ada sound brisik kaya gini gimana rasanya "
@nopekwan3774,"Ga semua orang seneng sound horeg mas apalagi lansia, orang sakit jadi klo bisa frekuensinya tolong agak dikurangin biar lebih amanah usahanya."
@pratamatamaw8653,"thank u Volix sudah memberikan perspektif baru tentang Sound Horeg, kembali ke hukum awal bisnis ada Supply ada Demand."
@ahmadumar363,"Di luar jatim jangan ya dek ya,, ini kawasan loss gk baperan.. Kalo masalah kaca pecah genteng rontok itu, kalo bukan dr penyewa pasti di ganti. & orang"" Tua/bayi sudah di kasih tau & sementara menginap di saudaranya..  Ini sisi lain yg harus netijen terima, mau ini itu. Kalo pun mines pasti sudah lenyap bos"" Horeg di jatim.. Sampai sini faham kah?"
@julianto3982,"Di tempat saya juga ada penyewaan sound gini cuman gak segede sound horeg jawa timur, terkadang masyarakat yg ikut iuran terus gak denger suara sound, atau kecil suka komplen. karena klo ada karnaval di Indramayu warga atusias karena ada kuda depok,ogoh ogoh, kuda lumping. orng orng pada suka pada joget juga"
@dhiosticker56,"chanel paling oke yg meliput sound horeegg.....rael langsung datang ke ouwner sound,,,,bukan yg comot comot dari chanel orang....mantap bossssku,,,"
@arif95-s4c,"Jujur aku suka konten ini mau turun ke lapangan langsung ....jadi tau yang sebenarnya sound horeg itu banyak positifnya..
Gak kayak chenel sebelah taunya lewat fyp tiktok terus nyinyir gak jelas..
Sukses selalu mas..
Salam dari fans brewog Jombang Jatim "
@wahyu5167,"Mas kholid ini salah satu operator kalau di wawancara public speaking nya bagus , good job mas kholid "
@danii3285,"banyak banget orang yg bahkan iq-nya saya yakin ga sampe 78, tapi kalo otaknya dibuat mikir pake logika sederhana aja, harusnya budaya ini ga diteruskan kalo sudah menimbulkan kerusakan, bahkan ada berita balita yg meninggal karena kena gelombang suara sound horeg. kalo masyarakat justru sesuai yg dibilang masnya di video, semakin rusak semakin suka, tandanya memang masyarakatnya memang rusak (destruktif), ga mikir panjang, dan impulsif. mungkin logika ini pun mereka mereka ini gabisa paham, yang jelas kalo budaya kaya gini masih ada dan masyarakat fine fine aja, Indonesia Emas masih jauh"
,Next liput Karnaval All In Bumirejo Malang Dampit 7 Desember 2024
@herimalang5458,Mantap penjelasan mas kholid
@roisrosidhin9391,Mantap.saya warga Jakarta terhibur.trima kasih sound Jatim 
@SulisWanto-l4f,"Jangan samakan kampung anda dan kampung kami

Kalau disini ada sound horeg..
Untuk kerusakan juga sudah ada anggaranya dari pihak penyewa 
Meraka juga sudah siap memperbaiki..

Terus apanya yg perlu di kritik..??

Sound horeg mengganggu masyarakat???
Kan yg nyewa juga masyarakat.
Sound horeg juga gk akan tampil kalu gk ada izin dari pihak yg berwajib dan juga yg terkait.

Teruss masalahnya di mana??"
@fanboyultima2632,"-_- kok bisa sih pada setuju, kokkkkkk bisaaaaaaaaaaaaaaaa "
@Tenanporajane,"Makasih min sudah terjun ke lapangan langsung ke narasumber, ngga cuma react video dan cuplikan"" Tapi ga pernah liat langsung dan nyimpulin seenaknya sendiri"
@CurhatanProgrammer,Play BMTH & SLIPKNOT biar bisa ambil hati penikmat genre lain. Jangan cuma DJ & Dangdut aja.. Keren sebenernya sound horeg ini.
@RisalatulMuawanah-th4ey,Sebagai tetangga nya mas Kholid ..aku bangga dan suka sama sound horeg ..
@arianti9903,Polusi suara dan anti kritik
@user-jt4sh4lj1v,"Dari tutur bicara masnya sangat sopan sekali & menghargai nilai luhur ,privasi orang ,TDK ada kata "" kasar memang didikan terbaik orang tua mana  coba yg ga bangga dgn masnya"
@sukasukayoutube9385,"Lebih baik di lakukan di tempat terbuka seperti lapangan , biar orang yang datang ke lapangan benar2 orang yg suka soundhoreg"
@imil6798,"sound horeg sebenarnya sah sah aja jika di tempat yang pas. Kalau ngeluarin suaranya di tempat gang-gang. ya berpotensi masalah. Setahu saya, sound horeg dengan audio frekuensi tertentu , jika sama dengan frekuensi alami benda benda sekitar, misal kaca, genteng, dinding, maka benda tersebut juga ikut beresonansi / bergetar. Nah ini ni yang bikin masyarakat rugi. Msalahnya, dari pernyataan masnya, kalau rumah masyrakatnya setempat bergetar, malah dianya katanya seneng, nah ini perlu diverifikasi.  Kalau benar ya okelah, tapi kalau gak benar ya ini ni masalahnya"
@saskarf7619,"Menurutku tentang sound horeg nya sendiri, jujur bagi aku yang juga suka sound sistem, mendengarkan sound horeg memang ada sensasi tersendiri. Cuma aku kalau ndengerin sound horeg, aku nggak berani lama  - lama. Jujur saja, aku ndengerin sound yang pake box turbo 18"" 6 biji aja aku nggak kuat, sesek dadaku. Memang sound horeg itu bukan untuk tipe semua orang, karena sound horeg itu dominan suara sub bass, sekali lagi ""dominan"" ya bukan ""cuma"". 


Di jawa tengah sebenarnya juga mulai ketularan tren sound horeg, cuma mungkin kalau di Jawa Tengah, acara karnaval sound horeg enggak sesering seperti di jawa timur. Alasan tersebut kemungkinan karena masyarakat di Jawa Tengah kebanyakan lebih suka hiburan rakyat, seperti pentas seni tradisional, atau sejenis konser. Jadi untuk sound system digunakan sebagai pendamping kemeriahan acara, dan untuk ukuran soundnya pun nggak sebanyak sound karnaval Jawa Timur.

Aku sendiri belum berani memberikan komentar mengenai sound horeg yang berada di daerah jawa timur. Karena aku sendiri belum pernah observasi dan mendengarkan sound horeg jatim secara langsung dilokasi. Karena sekedar nonton potongan video di sosial media saja menurutku masih kurang valid. 

Monggo sampaikan pendapat anda secara bijak."
@A8humanity,"pernah jalan"" ke malang waktu ada sound horeg kalo ga salah sound nama rentalnya Riswanda sama Maximal K5 suarane mantepp bgt, bener bener bikin muntah dulu tahun 2022 kalo ga salah waktu karnaval di pagak daerah stadion kanjuruhan sejak saat itu sampek sekarang seneng bgt sama sound horeg wkwk"
@Dorreman,"Kalo udah ngerusak, mengganggu itu gak usah dilanjutin. Nama nya merusak dan mengganggu mana ada yang baik.."
@mayadian3998,"gila editornya kelas banget 
boleh dong main ke malang sambil ngonten sound horeg"
@gilabola375,"Jangan sampe masuk jawa barat, mari kawal kawan kawan ."
@Aceh_kingdom,PRINDAPAN VERSI INDO NYAA
@DimasF1052,"aku di pihak yg kontra dengan kegiatan seperti ini, tapi setidaknya dengan video ini bisa memberikan perspektif lain terutama dari kalangan yg pro

Memang ada cara pandang berbeda sih diantara masyarakat ""SDM rendah"" dan ""SDM tinggi"" terhadap kegiatan seperti ini yg membuat keributan ini muncul, ditambah perbincangan di media sosial semakin membuat pro kontra ini semakin riuh"
@agungseptianardiprakoso3664,"yang di video seneng2 semua, hepi2 joget di depan sound segede gaban. narsum nya gak ada emosi jelasinnya, senyum lepas. bahwa kerjaannya mendatangkan hal positif kepada masyarakat banyak n menurut dia ini adalah pekerjaan terbaik dihidupnya


yang di komen2 video ini malah sebaliknya wkwk. kok bisa ya, kayak pas banget gitu ironi nya"
@dutasaurus8178,"sebetulnya kalo masalah hobi itu selera ya asal kebebasan km ga menganggu kebebasan orang lainn jg itu juga duit kalian sendiri. mungkin dalam pelaksanaannya harus ada koordinasi sm pihak terkait terutama warga yg rumahnya mau dilewatin sound horeg apakah mereka bersedia, dijelasin jg potensi yg akan timbul dan penyelesaiannya. jangan cm tanya ke kaum"" kalian aja, ada yg ganti rugi bukan berarti bisa seenaknya. terus juga tolong diperhatikan untuk keamanan pihak yg rentan seperti bayi, ibu mengandung, atau lansia. sejujurnya tempat saya tidak ada tradisi begitu ini cm sekedar masukan sj mungkin bisa dikaji biar tambah baik pelaksanaannya dan meminimalisir pandangan negatif masyarakat selain pecinta sound horeg, suwun"
@andriandrigunawan,"Klo aku ya bangga karena 60% buwatan anak bangsa,cuma disayang kan yg komen banyak kaya urang enga berpindidkan suk bijak padahal tong kusung,berkat suond hureg banyak menyerap karyawan tampa ijasah jumblah karyawan ribuwan,klu kalian bisa apa paling2 cuma bisa komen sok bijak..."
@Erryjaya,Kenak horeg nya bikin badan capek jadi bugar kayak d pijitin pakai gelombang magnet..tergantung karakter sound nya
@suwarniterung1345,"SENENG YO SENENG ,tapi OJO NGGANGGU WONG LIO , mbok yo sak madyo wae. Bagaimana andaikan disekitar jalan yg anda lewati ada orang sakit , coba tempatkan diri anda sebagai orang yg sakit itu , saya sebelum th 2010 juga pernah joki sond walaupun tidak sebesar sekarang , waktu mau nyetel itu saya pastikan disekitar itu ga ada bayi dan orang sakit. Kalau ada saya nyetelnya kalem . Jangan katakan khas jawa timur  karena belum tentu ada 10% yg suka dengan yg terlalu itu . Salam sak madyo wae."
@sukamamusik,"Saya jawa barat, seneng ngerakit audio buat keperluan musik studio. Tp emang menyenangkan sih pas testing hasil rakitan semdiri. Kalau banyak modal pasti upgrade terus. Dan bakal jd hobi yg aneh. 
Utk saat ini cukup bikin sound horeg indoor aja"
@naufalsamudra9204,"Tetep harus ada penertipan ya gaes, kalau pas acara okelah kita yg g suka bisa ngungsi tapi buat sehari"" mohon maaf nih.. tukang sound horeg seringkali kalau cek sound gtau momen dan waktu yang pas. Kita orang jawa kan ada yg namanya unggah ungguh ya teman² apalagi hidup berdampingan dan bertetangga, se suka² nya sama sesuatu kan ga mungkin siang malam terus"" an gtu loh.. Itu saran dari saya.."
@CahRantau346,"Salam dr Jember. desa sy bulan kemaren menyelenggarakan karnaval horeg, syukur Alhamdulillah penontonnya full dari desa setempat maupun kota tetangga,membuka ladang cuan bagi pedagang2 kecil
Dan Alhamdulillah juga dana hasil parkir selain ganti2 kerusakan rumah warga akibat sound,sisanya buat renovasi masjid...
Masih Banyak lagi sisi positifnya kalo mau ngulik info langsung kemasyarakat/lokasi ..."
